published_date,title,source,description,link,date_string
2025-04-28,Dirjen PHU Kemenag Hingga Pimpinan Maskapai Diundang DPR,Rmol.id,Komisi VIII DPR menggelar Rapat Dengar Pendapat (RDP) dengan Direktur Jenderal Pelaksana Haji dan Umrah Kementerian Agama (PHU Kemenag) di.,https://rmol.id/politik/read/2025/04/28/664574/dirjen-phu-kemenag-hingga-pimpinan-maskapai-diundang-dpr,28 Apr 2025
2025-04-28,Kalangan Kampus Minta Revisi UU Penyiaran Segera Dilakukan,nasional.okezone.com,Kalangan kampus mendukung penuh dilakukannya revisi terhadap Undang-Undang RUU Penyiaran tahun 2002.,https://nasional.okezone.com/amp/2025/04/28/337/3134539/kalangan-kampus-minta-revisi-uu-penyiaran-segera-dilakukan,28 Apr 2025
2025-04-28,"Tolak Sejumlah RUU Kontroversial, Ratusan Mahasiswa Untirta Geruduk DPRD Banten",Faktabanten.co.id,SERANG – Ratusan mahasiswa dari Keluarga Besar Mahasiswa Universitas Sultan Ageng Tirtayasa (KBM Untirta) menggelar aksi unjuk rasa di depan Gedung DPRD...,https://faktabanten.co.id/daerah/tolak-sejumlah-ruu-kontroversial-ratusan-mahasiswa-untirta-geruduk-dprd-banten/,28 Apr 2025
2025-04-27,RUU Penyiaran sebagai Ancaman terhadap Kebebasan Pers di Indonesia - kumparan.com,kumparan,"RUU Penyiaran seharusnya menjadi instrumen untuk memperkuat kualitas informasi dan keberagaman konten, bukan menjadi alat pembatas kebebasan pers.",https://kumparan.com/alya-azrah/ruu-penyiaran-sebagai-ancaman-terhadap-kebebasan-pers-di-indonesia-24wcazOQFzC,27 Apr 2025
2025-04-26,"RUU Polri dan Penyiaran: Pers Dibungkam, Polisi Dikuatkan - Kompasiana.com",Kompasiana.com,"Komite Keselamatan Jurnalis (KKJ) mengecam keras serangan digital terhadap portal berita Tempo.co yang terjadi sejak Minggu, 6 April 2025. Serangan berupa...",https://www.kompasiana.com/kastratbemfikesub/680c4b26c925c47bbd0c75f2/ruu-polri-dan-penyiaran-pers-dibungkam-polisi-dikuatkan?page=all&page_images=1,26 Apr 2025
2025-04-26,RUU Penyiaran : Pembaruan atau Pembungkaman - Kompasiana.com,Kompasiana.com,"RUU Penyiaran menuai kontroversi. Alih-alih memperkuat regulasi , sejumlah pasal dalam draf RUU ini justru dianggap mengancam kebebasan pers.",https://www.kompasiana.com/andimuhammadazzukhruf0078/680bc8d534777c088122b0e3/ruu-penyiaran-pembaruan-atau-pembungkaman,26 Apr 2025
2025-04-24,Ahmad Doli Belum Tahu Siapa Pengusul Enam Daerah Istimewa,Rmol.id,Anggota Komisi II DPR Ahmad Doli Kurnia belum mengetahui secara pasti mana saja dari 6 daerah yang minta diganti statusnya.,https://rmol.id/politik/read/2025/04/24/664208/ahmad-doli-belum-tahu-siapa-pengusul-enam-daerah-istimewa,24 Apr 2025
2025-04-24,Kardinal Lazarus You Heung Sik Masuk Daftar Calon Paus Menurut Media Italia Jelang Konklaf Vatikan - Kpop Chart,Kpop Chart,"Sikap menantang ini justru membuat Paus merespons dengan kunjungan bersejarah, yang melanggar kebiasaan hanya hadir di pertemuan global seperti World Youth...",https://www.kpopchart.net/k-update/91615014446/kardinal-lazarus-you-heung-sik-masuk-daftar-calon-paus-menurut-media-italia-jelang-konklaf-vatikan?page=2,24 Apr 2025
2025-04-23,Urgensi Pengaturan Kecerdasan Artifisial dalam RUU Penyiaran,Universitas Muhammadiyah Jakarta - UMJ,Urgensi Pengaturan Kecerdasan Artifisial dalam RUU Penyiaran ... Komisioner Komisi Penyiaran Indonesia Pusat sekaligus Dosen FISIP UMJ Amin Shabana menjelaskan...,https://umj.ac.id/opini-1/urgensi-pengaturan-kecerdasan-artifisial-dalam-ruu-penyiaran/,23 Apr 2025
2025-04-22,Mahasiswa UK Petra Belajar Dunia Broadcasting Langsung di Suara Surabaya,Suara Surabaya,Kurang lebih 40 mahasiswa program studi Ilmu Komunikasi Universitas Kristen (UK) Petra Surabaya mengunjungi Suara Surabaya Media pada Selasa (22/4/2025).,https://www.suarasurabaya.net/kampoengmedia/2025/mahasiswa-uk-petra-belajar-dunia-broadcasting-langsung-di-suara-surabaya/,22 Apr 2025
2025-04-22,Komisi IV DPR Setuju Pembukaan Blokir Anggaran KKP,Rmol.id,DPR menyetujui pembukaan anggaran Kementerian Kelautan dan Perikanan (KKP) yang sempat diblokir Kementerian Keuangan lantaran adanya kebijakan efisiensi...,https://rmol.id/politik/read/2025/04/22/663939/komisi-iv-dpr-setuju-pembukaan-blokir-anggaran-kkp,22 Apr 2025
2025-04-22,RUU ASN dibahas di Komisi II DPR atas penugasan Baleg,ANTARA News,Ketua Komisi II DPR RI Rifqinizamy Karsayuda mengatakan Rancangan Undang-Undang (RUU) tentang Perubahan atas Undang-Undang Nomor 20 Tahun 2023 tentang ...,https://m.antaranews.com/amp/berita/4785813/ruu-asn-dibahas-di-komisi-ii-dpr-atas-penugasan-baleg,22 Apr 2025
2025-04-21,Kadin Indonesia Gelar FGD RUU Penyiaran | SIS | 21/04,YouTube,Yuk Subscribe https://www.youtube.com/@SeputariNews Selengkapnya baca di: https://www.inews.id/ Follow Our Official Twitter:...,https://www.youtube.com/watch?v=LsKhBdbrdhs,21 Apr 2025
2025-04-19,"RUU Penyiaran, Kadin Dorong Harmonisasi Regulasi untuk Persaingan Sehat | Sindo Malam | 19/04",YouTube,Yuk Subscribe https://www.youtube.com/@OfficialSINDOnews Kamar Dagang dan Industri (Kadin) Indonesia menyelenggarakan Focus Group Discussion (FGD) Rancangan...,https://www.youtube.com/watch?v=U4tXGpxWt0k,19 Apr 2025
2025-04-18,"Diskusi RUU Penyiaran, Kadin Indonesia Dorong Harmonisasi Regulasi untuk Persaingan Sehat | tvOne",YouTube,"Kabar Pagi, https://www.tvOnenews.com - Diskusi RUU Penyiaran, Kadin Indonesia Dorong Harmonisasi Regulasi untuk Persaingan Sehat | tvOne Kamar Dagang dan...",https://www.youtube.com/watch?v=CExNAG0e7tU,18 Apr 2025
2025-04-18,Album Solo Ucok ’Homicide’,Kompas.id,"Penyanyi rap Herry Sutresna atau Ucok 'Homicide' masih konsisten mengangkat isu politik dalam karyanya, termasuk dalam album solo yang sedang ia garap.",https://www.kompas.id/artikel/album-solo-herry-sutresna,18 Apr 2025
2025-04-16,Kadispenad pastikan TNI AD ikuti RUU TNI terkait penempatan prajurit,ANTARA News,Kepala Dinas Penerangan Angkatan Darat (Kadispenad) Brigjen TNI Wahyu Yudhayana memastikan TNI AD akan mengikuti aturan dalam Rancangan Undang-Undang TNI .,https://m.antaranews.com/amp/berita/4775741/kadispenad-pastikan-tni-ad-ikuti-ruu-tni-terkait-penempatan-prajurit,16 Apr 2025
2025-04-16,Wacana Pangkalan Militer Asing di Indonesia Langgar Politik Bebas Aktif,Rmol.id,Anggota Komisi I DPR TB Hasanuddin menyoroti laporan media internasional terkait permintaan resmi dari negara Federasi Rusia kepada pemerintah Indonesia.,https://rmol.id/politik/read/2025/04/16/663171/wacana-pangkalan-militer-asing-di-indonesia-langgar-politik-bebas-aktif,16 Apr 2025
2025-04-15,AI: praktek dan RUU Penyiaran,ANTARA News,"Pada konteks Indonesia, definisi AI ada dalam Surat Edaran Menkominfo RI no.9 tahun 2023. Meski tidak spesifik terkait penyiaran, Kecerdasan Artifisial dalam SE...",https://www.antaranews.com/berita/4771565/ai-praktek-dan-ruu-penyiaran,15 Apr 2025
2025-04-14,Polisi Tidak Punya Wewenang Membatasi Jurnalis Asing,JPNN.com,JPNN.com Jogja : Dosen Universitas Gadjah Mada (UGM) mengkritik aturan jurnalis asing wajib mengantongi izin kepolisian saat liputan.,https://jogja.jpnn.com/jogja-terkini/11017/polisi-tidak-punya-wewenang-membatasi-jurnalis-asing,14 Apr 2025
2025-04-14,"Aturan SKK Jurnalis Asing Ancam Kebebasan Pers, Polri Diminta Tinjau Ulang - Suara Merdeka",Suara Merdeka,Aturan Surat Keterangan Kepolisian (SKK) dari Polri untuk jurnalis asing yang meliput di Indonesia diminta untuk ditinjau ulang kembali.,https://www.suaramerdeka.com/nasional/0414951602/aturan-skk-jurnalis-asing-ancam-kebebasan-pers-polri-diminta-tinjau-ulang,14 Apr 2025
2025-04-11,"Berawal Dari Minuman Favorit, Chenle NCT DREAM Kini Jadi Friend of the Brand Minuman Teh Ini! - Kpop Chart",Kpop Chart,"Chenle NCT DREAM jadi Friend of the Brand Minuman Favoritnya, CHAGEE. Menu baru akan dirilis sebagai bentuk kolaborasi.",https://www.kpopchart.net/k-update/91614935674/berawal-dari-minuman-favorit-chenle-nct-dream-kini-jadi-friend-of-the-brand-minuman-teh-ini,11 Apr 2025
2025-04-11,Channel YouTube Resmi JENNIE Rilis like JENNIE Versi Remix oleh DJ Peggy Gou dan Video Official Visualizer - Kpop Chart,Kpop Chart,"KPOPCHART.NET - Ikon K-Pop global, Jennie, pada Jumat (11/04) merilis lagu ""Like JENNIE"" versi remix yang diaransemen ulang oleh DJ dan produser terkenal...",https://www.kpopchart.net/k-update/91614935824/channel-youtube-resmi-jennie-rilis-like-jennie-versi-remix-oleh-dj-peggy-gou-dan-video-official-visualizer,11 Apr 2025
2025-04-11,Ekonomi-Politik Revisi UU Penyiaran,Kompas.id,Kita selayaknya membaca rancangan revisi Undang-Undang Penyiaran yang tengah dibahas di DPR dari sudut pandang ekonomi-politik.,https://www.kompas.id/artikel/ekonomi-politik-revisi-uu-penyiaran,11 Apr 2025
2025-04-11,"Revisi RUU Penyiaran, Upaya Perkuat Kebebasan Berekspresi dan Profesionalisme Jurnalisme - Radar Sampit",Jawa Pos,"JAKARTA, radarsampit.jawapos.com – DPR RI akan kembali melanjutkan pembahasan revisi RUU Penyiaran setelah masa reses. Hal itu bagian dari usaha menyusun...",https://radarsampit.jawapos.com/nasional/2345868146/revisi-ruu-penyiaran-upaya-perkuat-kebebasan-berekspresi-dan-profesionalisme-jurnalisme,11 Apr 2025
2025-04-09,"Aksi Damai Tolak UU TNI di Gedung DPR: Dirikan Tenda Kemah, Gaungkan #IndonesiaGelap",YouTube,"JAKARTA, KOMPAS.TV - Tolak pengesahan Undang-Undang TNI, masyarakat mendirikan tenda di pintu masuk Gedung DPR, Jalan Lapangan Tembak, Senayan, Jakarta.",https://www.youtube.com/watch?v=Ij4UQ79snK0,9 Apr 2025
2025-04-09,Prabowo Terhadap RUU Polri: Kenapa Kewenangannya Harus Ditambah?,Kompas.com,Presiden Prabowo menjawab pertanyaan Najwa Shihab terkait diskursus RUU Polri yang diisukan akan menambah kewenangan kepolisian.,https://nasional.kompas.com/read/2025/04/09/07341371/prabowo-terhadap-ruu-polri-kenapa-kewenangannya-harus-ditambah,9 Apr 2025
2025-04-09,"Ribuan Massa dari 20 Desa di Sampang Gelar Unjuk Rasa, Tuntut Pilkades Diadakan",jatimnow.com,"jatimnow.com - Ribuan massa mendatangi Kantor Kecamatan Banyuates, Sampang, pada Rabu (09/04/2025). Mereka mendesak pemilihan kepala desa serentak.",https://jatimnow.com/baca-76432-ribuan-massa-dari-20-desa-di-sampang-gelar-unjuk-rasa-tuntut-pilkades-diadakan,9 Apr 2025
2025-04-09,"Sempat Bersitegang, Begini Respon Pak Prabowo Saat Najwa Shihab Meminta Pendapat Tentang RUU Polri - Radar Malang",Radar Malang,"7 pimpinan direksi dari 7 media ternama di Indonesia diundang untuk berdikusi bersama Prabowo, RUU Polri turut dikritisi.",https://radarmalang.jawapos.com/berita-terbaru/815859133/sempat-bersitegang-begini-respon-pak-prabowo-saat-najwa-shihab-meminta-pendapat-tentang-ruu-polri,9 Apr 2025
2025-04-09,Riuh Prabowo dan Najwa Shihab Soal Transparansi Pembahasan UU,Kompas.com,"Founder Narasi, Najwa Shihab menyoroti kurangnya transparansi dan partisipasi publik yang bermakna dalam pembahasan rancangan undang-undang.",https://nasional.kompas.com/read/2025/04/09/07094651/riuh-prabowo-dan-najwa-shihab-soal-transparansi-pembahasan-uu,9 Apr 2025
2025-04-08,"Najwa Shihab Desak Prabowo Subianto Jawab Soal RUU Polri, Begini Jawaban Sang Presiden - Poskota",Poskota,"Begini jawaban Presiden Prabowo Subianto ketika ditanya mengenai RUU Polri oleh Najwa Shihab saat pertemuan di Hambalang, Jawa Barat, pada Minggu,...",https://www.poskota.co.id/2025/04/08/najwa-shihab-desak-prabowo-subianto-jawab-soal-ruu-polri-begini-jawaban-sang-presiden,8 Apr 2025
2025-04-08,Momen Tanya Prabowo soal RUU Polri: Layakkah Kewenangannya Ditambah?,LIDIK ID,Presiden terpilih Prabowo Subianto buka suara terkait wacana penambahan kewenangan kepolisian dalam Rancangan Undang-Undang Kepolisian (RUU Polri) yang...,https://lidik.id/momen-tanya-prabowo-soal-ruu-polri-layakkah-kewenangannya-ditambah/,8 Apr 2025
2025-04-08,Demonstrasi dan Konstitusi: Perlawanan Publik atas Revisi UU TNI yang Dipaksakan,Inilah.com,"Sehari setelah DPR mengesahkan revisi Undang-Undang Tentara Nasional Indonesia (UU TNI) pada Maret 2025, sembilan mahasiswa Universitas Indonesia (UI)...",https://www.inilah.com/demonstrasi-dan-konstitusi-perlawanan-publik-atas-revisi-uu-tni-yang-dipaksakan,8 Apr 2025
2025-04-08,Link Nonton Wawancara Prabowo dan 6 Pemred Media Massa,Tirto.id,Presiden Prabowo mengundang enam Pemred media massa untuk berbincang terkait berbagai isu di Indonesia saat ini. Berikut link nonton wawancara Prabowo.,https://tirto.id/link-nonton-wawancara-prabowo-dan-6-pemred-media-massa-hadz,8 Apr 2025
2025-04-08,Poin-Poin Krusial Pembahasan RUU Polri,Merdeka.com,"RUU Polri menghadirkan berbagai poin krusial yang memicu kontroversi dan perhatian publik, mulai dari perluasan wewenang hingga partisipasi masyarakat.",https://www.merdeka.com/peristiwa/poin-poin-krusial-pembahasan-ruu-polri-371495-mvk.html,8 Apr 2025
2025-04-07,Prabowo Menjawab Najwa Shihab Soal Revisi UU Polri: Kalau Sudah Diberi Wewenang Cukup Kenapa Mesti Ditambah?,Narasi Tv,"Presiden Prabowo wawancara dengan enam jurnalis di kediamannya di Hambalang, Bogor membahas berbagai isu termasuk revisi UU Polri.",https://narasi.tv/read/narasi-daily/prabowo-wawancara-dengan-enam-jurnalis-bahas-revisi-uu-polri,7 Apr 2025
2025-04-06,Regulasi Wartawan Asing: Jurnalisme pun Mau Diatur-atur,Tempo.co,Polisi mengatur kegiatan jurnalis asing dengan dalih alasan keamanan. Bakal membatasi informasi publik.,https://www.tempo.co/politik/waswas-polisi-mengatur-jurnalis-asing-1227902,6 Apr 2025
2025-04-06,Wajah Kusam Demokrasi di Era Prabowo,Fusilat News,Enam bulan lebih Prabowo Subianto memimpin negeri ini. Waktu yang cukup untuk menilai arah angin kekuasaan. Tapi justru di saat dunia menanti konsistensi...,https://fusilatnews.com/wajah-kusam-demokrasi-di-era-prabowo/,6 Apr 2025
2025-04-06,Regulasi Wartawan Asing: Jurnalisme pun Mau Diatur-atur,Tempo.co,Polisi mengatur kegiatan jurnalis asing dengan dalih alasan keamanan. Bakal membatasi informasi publik. 6 April 2025 | 06.00 WIB. Dengarkan Berita.,https://www.tempo.co/politik/peraturan-polisi-mengontrol-jurnalis-asing-1227902,6 Apr 2025
2025-04-06,Revisi UU Penyiaran Bahas Penggunaan AI dalam Jurnalisme,Suarapemredkalbar.com,Komisi I DPR RI menggelar rapat dengar pendapat (RDP) terkait Revisi Undang-Undang tentang Penyiaran.,https://www.suarapemredkalbar.com/read/nasional/06042025/revisi-uu-penyiaran-bahas-penggunaan-ai-dalam-jurnalisme,6 Apr 2025
2025-04-06,Perpol 3/2025 Dinilai Langkahi Kewenangan Komdigi dan Dewan Pers,Hukumonline,Lembaga penyiaran dan jurnalis asing sudah diatur dalam UU Penyiaran dan UU Pers. Termasuk peraturan teknis pemerintah seperti No.42/PER/M.KOMINFO/10/2009.,https://www.hukumonline.com/berita/a/perpol-3-2025-dinilai-langkahi-kewenangan-komdigi-dan-dewan-pers-lt67f35934016ad/,6 Apr 2025
2025-04-04,Pembunuh Ayah Kandung di Sebawi Positif ODGJ,pontianak times,"Pembunuh ayah kandung di Kecamatan Sebawi Kabupaten Sambas, KD (40) positif ODGJ atau Orang Dalam Gangguan Jiwa.",https://pontianak-times.co.id/pembunuh-ayah-kandung-di-sebawi-positif-odgj/,4 Apr 2025
2025-04-03,Kapolri Bantah Jurnalis Asing Wajib Kantongi Surat Keterangan Kepolisian Saat Meliput di Indonesia,Kaltimtoday.co,"JAKARTA, Kaltimtoday.co - Kapolri Jenderal Listyo Sigit Prabowo menegaskan bahwa Surat Keterangan Kepolisian (SKK) tidak bersifat wajib bagi jurnalis...",https://kaltimtoday.co/kapolri-bantah-jurnalis-asing-wajib-kantongi-surat-keterangan-kepolisian-saat-meliput-di-indonesia,3 Apr 2025
2025-04-02,"RUU Penyiaran Kembali Dibahas, Waspadai Pasal yang Berpotensi Mengekang Kebebasan Pers",Kompas.id,"Herik menambahkan, jika pasal-pasal kontroversial tetap dipaksa masuk dalam RUU Penyiaran, hal itu bukan cuma berpotensi mengekang kemerdekaan pers, melainkan...",https://www.kompas.id/artikel/ruu-penyiaran-kembali-dibahas-waspadai-pasal-yang-berpotensi-mengekang-kebebasan-pers,2 Apr 2025
2025-04-02,"SETELAH UU TNI, KINI GILIRAN POLRI DAN KEJAKSAAN",Inilah.com,"Sehari setelah DPR mengesahkan Undang-Undang Nomor 34 Tahun 2004 tentang Tentara Nasional Indonesia (TNI), sembilan mahasiswa Universitas Indonesia (U...",https://www.inilah.com/setelah-uu-tni-kini-giliran-polri-dan-kejaksaan,2 Apr 2025
2025-04-01,Daftar Undang-Undang yang akan Dibahas DPR setelah Lebaran,Tempo.co,DPR akan membahas rencana revisi sejumlah undang-undang setelah menyelesaikan masa reses pada 16 April mendatang.,https://www.tempo.co/politik/daftar-undang-undang-yang-akan-dibahas-dpr-setelah-lebaran-1226542,1 Apr 2025
2025-03-29,AMSI Desak Polisi Usut Kekerasan terhadap Jurnalis saat Meliput Demo Revisi UU TNI,Tempo.co,AMSI menilai penegakan hukum dalam kasus kekerasan jurnalis diharapkan bisa memberikan efek jera terhadap pelaku.,https://www.tempo.co/hukum/amsi-desak-polisi-usut-kekerasan-terhadap-jurnalis-saat-meliput-demo-revisi-uu-tni-1225548,29 Mar 2025
2025-03-27,"Politik, urgensi RUU Penyiaran hingga CKG",ANTARA News,"Politik, urgensi RUU Penyiaran hingga CKG · 1. Menkomdigi pantau layanan telekomunikasi di Stasiun Gambir · 2. Komisi I DPR: RUU Penyiaran penting untuk isi...",https://www.antaranews.com/berita/4739625/politik-urgensi-ruu-penyiaran-hingga-ckg,27 Mar 2025
2025-03-27,Jurnalis Kena Pukul Saat Pembubaran Massa Aksi Tolak RUU TNI di Depan Gedung DPR - disway.id,Disway,Sejumlah jurnalis terkena pukul oleh oknum petugas keamanan saat membubarkan massa aksi penolakan revisi Undang-Undang TNI di depan Gedung DPR.,https://disway.id/read/864650/jurnalis-kena-pukul-saat-pembubaran-massa-aksi-tolak-ruu-tni-di-depan-gedung-dpr,27 Mar 2025
2025-03-25,Organisasi Pers di Balikpapan Kompak Menolak RUU tentang Penyiaran,IDN Times,Organisasi pers di Balikpapan Kalimantan Timur (Kaltim) menggelar aksi damai penolakan revisi Undang-Undang Nomor 32 Tahun 2002 tentang Penyiaran.,https://www.idntimes.com/news/kalimantan-timur/organisasi-pers-di-balikpapan-kompak-menolak-ruu-tentang-penyiaran-00-jjm39-wmflx8,25 Mar 2025
2025-03-25,Regulasi Kebebasan Pers: Apa Saja Hak dan Perlindungan bagi Jurnalis?,Tempo.co,Kebebasan pers di Indonesia diatur dalam berbagai peraturan dalam UU Pers. Bagaimana bunyi pasal-pasal tersebut?,https://www.tempo.co/hukum/regulasi-kebebasan-pers-apa-saja-hak-dan-perlindungan-bagi-jurnalis--1223996,25 Mar 2025
2025-03-21,FOTO: Potret Ketua DPRD Sumsel Lesehan Temui Mahasiswa Demo Tolak Pengesahan RUU TNI,SINDOnews.com,Ketua DPRD Sumsel Andie Dinialdie lesehan bersama puluhan mahasiswa yang tergabung dalam Aliansi Universitas Sriwijaya yang melakukan aksi menolak RUU TNI...,https://photo.sindonews.com/view/65261/potret-ketua-dprd-sumsel-lesehan-temui-mahasiswa-demo-tolak-pengesahan-ruu-tni,21 Mar 2025
2025-03-20,"Tidak Ada Dwifungsi, Pengesahan RUU TNI Harus Dihormati",Rmol.id,Rapat Paripurna DPR ke-15 Masa Persidangan II Tahun Sidang 2024-2025 telah resmi mengesahkan Revisi UU 34/2004 tentang TNI menjadi undang-undang.Sekretaris.,https://rmol.id/politik/read/2025/03/20/660517/tidak-ada-dwifungsi-pengesahan-ruu-tni-harus-dihormati,20 Mar 2025
2025-03-19,"Revisi UU Penyiaran, DPR Kaji Opsi Platform Digital Jadi UU Terpisah",Tempo.co,Revisi UU Penyiaran sempat dibahas di DPR periode 2019-2024 namun mengalami penundaan.,https://www.tempo.co/politik/revisi-uu-penyiaran-dpr-kaji-opsi-platform-digital-jadi-uu-terpisah-1221676,19 Mar 2025
2025-03-19,Wakil Ketua Komisi I DPR Tak Ingin Terburu-buru Bahas Revisi UU Penyiaran,Tempo.co,Dave mengatakan revisi UU Penyiaran saat ini diharapkan tetap bisa dimanfaatkan hingga 50 tahun mendatang.,https://www.tempo.co/politik/wakil-ketua-komisi-i-dpr-tak-ingin-terburu-buru-bahas-revisi-uu-penyiaran-1221663,19 Mar 2025
2025-03-19,DPR Tak Menargetkan Pengesahan Revisi UU Penyiaran,MetroTVNews.com,Jakarta: Revisi Undang-Undang (UU) Nomor 32 Tahun 2002 tentang Penyiaran terus dibahas Komisi I. Perubahan beleid itu tak ditargetkan waktu penyelesaiannya.,https://www.metrotvnews.com/read/KRXCde1o-dpr-tak-menargetkan-pengesahan-revisi-uu-penyiaran,19 Mar 2025
2025-03-18,DPR Kaji Opsi KPI Urus Media Sosial hingga OTT di Revisi UU Penyiaran,Tempo.co,Pembahasan revisi UU Penyiaran di DPR Periode 2019-2024 sempat mengalami penundaan.,https://www.tempo.co/politik/dpr-kaji-opsi-kpi-urus-media-sosial-hingga-ott-di-revisi-uu-penyiaran-1221342,18 Mar 2025
2025-03-18,"Dosen dan Mahasiswa Berkumpul di UGM, Kompak Menolak RUU TNI",JPNN.com,"JPNN.com Jogja : Sejumlah mahasiswa hingga dosen menggelar mimbar bebas menolak RUU TNI di Balairung, UGM. Mereka menolak dwifungsi TNI.",https://jogja.jpnn.com/jogja-terkini/10862/dosen-dan-mahasiswa-berkumpul-di-ugm-kompak-menolak-ruu-tni,18 Mar 2025
2025-03-17,Apakah RUU TNI Disahkan Sebelum Lebaran? Ini Kata Dasco - disway.id,Disway,"Dasco mengatakan, DPR RI membuka peluang Revisi Undang-undang disahkan dalam rapat paripurna terdekat yakni Kamis, 20 Maret 2025.",https://disway.id/read/862281/apakah-ruu-tni-disahkan-sebelum-lebaran-ini-kata-dasco,17 Mar 2025
2025-03-17,Metro Xinwen - Media Group & Komisi I DPR Bahas RUU Penyiaran,YouTube,"MetroTV, Audiensi antara pimpinan Media Group dan Komisi I DPR berlangsung sejak pukul 13.00 WIB di ruang Komisi I Kompleks Parlemen Senayan.",https://www.youtube.com/watch?v=TYsi2rb7ock,17 Mar 2025
2025-03-17,Media Group & Komisi I DPR Bahas RUU Penyiaran - [Metro Hari Ini],YouTube,"MetroTV, Pada Senin siang, Komisi Satu DPR RI menggelar audiensi dengan pimpinan Media Group Network. Audiensi ini membahas pandangan Media Group terhadap...",https://www.youtube.com/watch?v=3_dsNpgNp-w,17 Mar 2025
2025-03-17,"[HEADLINE NEWS, 17/03] Bahas Pandangan Media Group Terhadap RUU Penyiaran",YouTube,"HEADLINE NEWS, 17 Maret | 14.00 WIB MetroTV, Komisi I DPR RI menggelar audiensi dengan pimpinan Media Group Network siang ini untuk membahas pandangan...",https://www.youtube.com/watch?v=bTv41IGSA08,17 Mar 2025
2025-03-16,"Fedi Nuril Bilang RUU TNI Dibahas di Hotel Mewah, tapi Tak Masuk Prolegnas 2025",FAJAR,"FAJAR.CO.ID, JAKARTA — Aktor Fedi Nuril kembali menyuarakan pendapatnya mengenai Rancangan Undang-Undang (RUU) Tentara Nasional Indonesia (TNI) yang sedang…",https://fajar.co.id/2025/03/16/fedi-nuril-bilang-ruu-tni-dibahas-di-hotel-mewah-tapi-tak-masuk-prolegnas-2025/,16 Mar 2025
2025-03-15,Mengapa Pembahasan Revisi UU TNI Harus Diam-diam dan Digelar di Hotel Mewah?,Kompas.id,"JAKARTA, KOMPAS — Sejak Jumat (14/3/2025), panitia kerja pemerintah dan Komisi I DPR menggelar rapat membahas daftar inventarisasi masalah atau DIM revisi...",https://www.kompas.id/artikel/mengapa-pembahasan-revisi-uu-tni-harus-diam-diam-dan-digelar-di-hotel-mewah,15 Mar 2025
2025-03-15,Pembelaan Legislator Soal Pembahasan Revisi UU TNI Dikebut,MetroTVNews.com,Jakarta: DPR dan pemerintah disebut berupaya menyelesaikan revisi Undang-Undang (UU) Nomor 24 Tahun 2004 tentang TNI dalam waktu singkat.,https://www.metrotvnews.com/read/b2lCpdVq-pembelaan-legislator-soal-pembahasan-revisi-uu-tni-dikebut,15 Mar 2025
2025-03-14,Revisi UU Penyiaran Harus Dikawal Demi Publik - [NEWSLINE],YouTube,"MetroTV, Revisi Undang-Undang Nomor 32 Tahun 2002 tentang Penyiaran telah digagas sejak 2012 dan melewati proses panjang. Saat ini, beleid tersebut masuk...",https://www.youtube.com/watch?v=nQUvL9E-wl0,14 Mar 2025
2025-03-14,Komisi I DPR RI Bahas RUU Penyiaran dengan Media Konvensional,YouTube,Komisi I DPR RI mengundang stakeholder media konvensional untuk mendapatkan masukan terkait regulasi penyiaran saat ini.,https://www.youtube.com/watch?v=BYPyclPp3V0,14 Mar 2025
2025-03-14,"RUU Penyiaran Masuk Prolegnas, Siap Hadapi Dinamika Industri Media - [Metro Siang]",YouTube,"MetroTV, RUU tentang perubahan ketiga atas Undang-Undang nomor 32 tahun 2022 tentang penyiaran menjadi RUU yang masuk ke dalam program legislasi nasional...",https://www.youtube.com/watch?v=n1Bc5JR8TGg,14 Mar 2025
2025-03-14,"Bahas RUU Penyiaran, Komisi I Golkar Cari Solusi Adaptif dan Inklusif",Liputan6.com,"Yudha menambahkan, RUU Penyiaran juga bisa menghadapi tantangan kompleks akibat beragamnya bentuk, kanal distribusi, dan pola konsumsi konten digital. Sebab,...",https://www.liputan6.com/news/read/5961035/bahas-ruu-penyiaran-komisi-i-golkar-cari-solusi-adaptif-dan-inklusif,14 Mar 2025
2025-03-14,"Fraksi Golkar Bahas RUU Penyiaran, Dorong Regulasi yang Adaptif dan Inklusif",RM.ID,"“RUU Penyiaran yang sedang dibahas memiliki tujuan utama untuk menciptakan ekosistem media yang sehat, demokratis, dan adaptif. Regulasi ini diharapkan menjadi...",https://rm.id/baca-berita/parlemen/258192/fraksi-golkar-bahas-ruu-penyiaran-dorong-regulasi-yang-adaptif-dan-inklusif,14 Mar 2025
2025-03-13,"Komisi I DPR Bahas Revisi UU Penyiaran, AI dan Kebebasan Pers Jadi Sorotan - [METRO SIANG]",YouTube,"MetroTV, Komisi I DPR RI menggelar rapat dengar pendapat terkait revisi Undang-Undang Penyiaran pada Selasa kemarin. Sejumlah lembaga penyiaran mengusulkan...",https://www.youtube.com/watch?v=u2wXobNHguE,13 Mar 2025
