published_date,title,source,description,link,date_string
2024-08-22,"Dulu Demo '98, Sekarang Temani Anak Demo Bareng",Kompas.id,Orangtua mendukung penuh anaknya berdemonstrasi menjaga cita-cita Reformasi 1998. Tak sungkan turun aksi bersama.,https://www.kompas.id/baca/polhuk/2024/08/22/dulu-demo-98-sekarang-temani-anak-demo-bareng,22 Agu 2024
2024-08-22,"Selain Andovi da Lopez, Pandji Pragiwaksono Diteror Lewat WhatsApp: Mohon ke Kantor Bareskrim",ERA.ID,"Selain YouTuber Andovi da Lopez, komedian Pandji Pragiwaksono juga diteror oleh seorang pria lewat pesan WhatsApp.",https://era.id/entertainment/164004/selain-andovi-da-lopez-pandji-pragiwaksono-diteror-lewat-whatsapp-mohon-ke-kantor-bareskrim,22 Agu 2024
2024-08-21,Baleg DPR Gelar Rapat Bahas RUU Pilkada Dihadiri Menkumham-Mendagri,detikNews,Baleg DPR menggelar rapat dengan pemerintah dan DPD terkait RUU Pilkada. Rapat dihadiri langsung oleh Menkumham Supratman Andi Agtas dan Mendagri Tito...,https://news.detik.com/pilkada/d-7500572/baleg-dpr-gelar-rapat-bahas-ruu-pilkada-dihadiri-menkumham-mendagri,21 Agu 2024
2024-08-21,Tanda-Tanda Kemunduran Demokrasi Digital di Indonesia,Remotivi,"Jika terus begini, ruang digital kita selamanya akan dikuasai oleh kepemimpinan yang anti kritik dan gagap teknologi.",https://www.remotivi.or.id/headline/esai/866,21 Agu 2024
2024-08-20,Deretan Nama Calon Dubes RI yang Diajukan ke DPR RI,IDN Times,"Adapun Direktur Jenderal Informasi dan Diplomasi Publik, Siti Nugraha Mauludiah (calon Dubes RI di Denmark), Direktur Jenderal Kerja Sama Multilateral,...",https://www.idntimes.com/news/world/deretan-nama-calon-dubes-ri-yang-diajukan-ke-dpr-ri-00-9h6p4-zc6r4n,20 Agu 2024
2024-08-20,"Dihadang Demo ke DPR, Puluhan Mahasiswa Geruduk Polres Metro Tangerang",TangerangNews.com,"TANGERANGNEWS.com-Puluhan mahasiswa menggeruduk Gedung Polres Metro Tangerang Kota, Selasa 20 Agustus 2024. Aksi tersebut merupakan buntut dari penghadangan...",https://www.tangerangnews.com/kota-tangerang/read/50357/Dihadang-Demo-ke-DPR-Puluhan-Mahasiswa-Geruduk-Polres-Metro-Tangerang,20 Agu 2024
2024-08-19,Budi Arie Konfirmasi Angga Raka Prabowo Jadi Wamenkominfo Baru,CNN Indonesia,"Menkominfo Budi Arie Setiadi mengonfirmasi orang dekat Prabowo Subianto, Angga Raka Prabowo akan diangkat menjadi Wamenkominfo.",https://www.cnnindonesia.com/nasional/20240819085252-32-1134641/budi-arie-konfirmasi-angga-raka-prabowo-jadi-wamenkominfo-baru,19 Agu 2024
2024-08-18,HUT ke-79 RI: Guru Besar FH UMJ Sampaikan Makna Kemerdekaan dan Harapan Indonesia di Masa Depan,Universitas Muhammadiyah Jakarta - UMJ,"Pada HUT ke-79 RI, Tim Reporter KSU berkesempatan wawancara Guru Besar FH UMJ Zainal Arifin Hoesein via daring, Selasa (13/08/2024).",https://umj.ac.id/opini-1/hut-ke-79-ri-guru-besar-fh-umj-sampaikan-makna-kemerdekaan-dan-harapan-indonesia-di-masa-depan/,18 Agu 2024
2024-08-16,Jokowi Kenakan Baju Adat Betawi di Sidang Tahunan MPR 2024,NU Online,"Baju Demang merupakan kekuasaan dan kewibawaan dalam budaya Betawi, pakaian ini hanya boleh dikenakan oleh para demang dan bangsawan.",https://www.nu.or.id/nasional/jokowi-kenakan-baju-adat-betawi-di-sidang-tahunan-mpr-2024-HvVWR,16 Agu 2024
2024-08-16,Guru Besar Unila Prof Andy: Kita Ini Belum Merdeka,Tribunlampung.co.id,"TRIBUNLAMPUNG.CO.ID, Bandar Lampung - Indonesia telah menginjak usia ke-79 tahun tepat pada Sabtu, 17 Agustus 2024. Untuk merayakan Hari Kemerdekaan...",https://lampung.tribunnews.com/2024/08/16/guru-besar-unila-prof-andy-kita-ini-belum-merdeka,16 Agu 2024
2024-08-16,"Paskibraka Lepas Jilbab di HUT RI ke 79, Dosen Umsida: Itu Mencederai Hak Asasi",Universitas Muhammadiyah Sidoarjo,"Umsida.ac.id - Ramai di jagat maya tentang kontroversi anggota paskibraka lepas jilbab saat pengukuhan di Istana Garuda, Ibu Kota Baru Nusantara (IKN) pada.",https://umsida.ac.id/paskibraka-lepas-jilbab-di-hut-ri-ke-79/,16 Agu 2024
2024-08-15,Mahasiswa Papua Di Jakarta Longmarch Peringati Perjanjian New York,Jubi Papua,"Berikan hak menentukan nasib sendiri sebagai solusi demokratis bagi bangsa West Papua, menutup PT Freeport, BP, LNG Tangguh, serta semua perusahan kelapa.",https://jubi.id/rilis-pers/2024/mahasiswa-papua-di-jakarta-longmarch-peringati-perjanjian-new-york/,15 Agu 2024
2024-08-14,Kenali Jenis Penyakit Ginjal Anak dan Langkah Pencegahannya,Universitas Muhammadiyah Jakarta - UMJ,terdapat dua jenis penyakit ginjal pada anak. yaitu PGA (penyakit ginjal akut) dan penyakit ginjal kronik (PGK),https://umj.ac.id/opini-1/kenali-jenis-penyakit-ginjal-anak-dan-langkah-pencegahannya/,14 Agu 2024
2024-08-13,Komisi Yudisial Diminta Tindak Tegas Oknum Hakim Nakal - Pontianak Post,Pontianak Post,Mahasiswa meminta Komisi Yudisial menindak tegas oknum hakim nakal di wilayah hukum Kalimantan Barat.,https://pontianakpost.jawapos.com/metropolis/1464972870/komisi-yudisial-diminta-tindak-tegas-oknum-hakim-nakal,13 Agu 2024
2024-08-06,DPR Ganti Pimpinan Baleg di Akhir Periode,KBR ID,"Wakil Ketua DPR RI Sufmi Dasco Ahmad (tengah) usai melantik Ketua Baleg Wihadi Wiyanto (dua dari kanan). Foto: DPR/Geraldi/vel. KBR, Jakarta - Pimpinan DPR...",https://kbr.id/berita/nasional/dpr-ganti-pimpinan-baleg-di-akhir-periode,6 Agu 2024
2024-07-28,Profil dan Biodata Ujang Iskandar Anggota DPR RI Fraksi Nasdem yang Ditangkap Kejagung di Bandara Soetta Usai Oplas di Vietnam - disway.id,Disway,Simak berikut profil dan biodata Ujang Iskandar Anggota Komisi II Dewan Perwakilan Rakyat (DPR) fraksi Nasdem yang ditangkap Kejaksaan Agung (Kejagung) pada...,https://disway.id/read/806105/profil-dan-biodata-ujang-iskandar-anggota-dpr-ri-fraksi-nasdem-yang-ditangkap-kejagung-di-bandara-soetta-usai-oplas-di-vietnam,28 Jul 2024
2024-07-28,Jokowi: Apologia dan Media,Tempo.co,"DI sebuah panglong kayu, di tepi jalan raya yang hiruk-pikuk di kawasan Pondok Bambu, Jakarta Timur, kepada Joko Widodo alias Jokowi saya mengajukan...",https://www.tempo.co/arsip/hubungan-jokowi-dan-media-24941,28 Jul 2024
2024-07-25,Trans7 Raih 2 Penghargaan pada Anugerah Penyiaran Ramah Anak 2024,detikNews,Acara puncak Anugerah Penyiaran Ramah Anak (APRA) 2024 digelar Komisi Penyiaran Indonesia (KPI) sore ini. Trans7 membawa pulang 2 penghargaan dalam ajang...,https://news.detik.com/berita/d-7457250/trans7-raih-2-penghargaan-pada-anugerah-penyiaran-ramah-anak-2024,25 Jul 2024
2024-07-23,Wartawan Senior Dr Dhimam Abror Djuraid Parpolisasi PWI - Varta DIY,Varta DIY,Wartawan Senior Dr Dhimam Abror Djuraid Parpolisasi PWI .Konflik internal PWI saat ini hanya bisa selesai kalau gejala parpolisasi ini.,https://www.vartadiy.com/varta/44013186475/wartawan-senior-dr-dhimam-abror-djuraid-parpolisasi-pwi,23 Jul 2024
2024-07-18,Kilas Balik Perlindungan Pers Mahasiswa,Amanat.id,"PPMI mencatat 185 kasus represi terhadap Pers Mahasiswa dalam kurun waktu 2021-2022, dari mulai teguran, pencabutan berita, makian, hingga ancaman.",https://amanat.id/kilas-balik-perlindungan-pers-mahasiswa/,18 Jul 2024
2024-07-18,"Syafri Yunaldi, S.H : Ada Ancaman Pidana Bagi Orang Yang Sengaja Menghalangi Kerja Jurnalis/Wartawan",Sumbar Today News,"Bukittinggi, Sumbar Todaynews.com– Kemerdekaan pers merupakan wujud kedaulatan rakyat yang dijamin oleh konstitusi sebagaimana yang telah diatur dalam Pasal...",https://sumbartodaynews.com/syafri-yunaldi-s-h-ada-ancaman-pidana-bagi-orang-yang-sengaja-menghalangi-kerja-jurnalis-wartawan/,18 Jul 2024
2024-07-18,"Laporan Pengaduan di Abaikan! LSM KOMPAS RI Datangi Kejati Jabar, Simak Penjelasnnya - Fokus Satu",Fokus Satu,Lembaga Swadaya Masyarakat Komunitas Masyarakat Pemantau Korupsi Republik Indonesia (LSM KOMPAS RI) menyoroti kinerja Kejari.,https://www.fokussatu.id/news/9513156208/laporan-pengaduan-di-abaikan-lsm-kompas-ri-datangi-kejati-jabar-simak-penjelasnnya,18 Jul 2024
2024-07-18,"Viral, Pria di Lampung Gelar Pesta Perceraian",CNN Indonesia,"Seorang pria di Kabupaten Pringsewu, Lampung, menggelar pesta perceraian pada Minggu (14/7). Dalam video yang beredar, pesta tersebut tampak meriah.",https://www.cnnindonesia.com/nasional/20240718072157-20-1122586/viral-pria-di-lampung-gelar-pesta-perceraian,18 Jul 2024
2024-07-17,Dampak RUU Penyiaran pada Kebebasan Pers dan Independensi Media di Indonesia - kumparan.com,kumparan,"RUU Penyiaran jelas menimbulkan ancaman serius terhadap kebebasan dan independensi pers di Indonesia. Dengan menggunakan kekerasan simbolik, negara dapat...",https://kumparan.com/muhammad-ilham-1715148049667242233/dampak-ruu-penyiaran-pada-kebebasan-pers-dan-independensi-media-di-indonesia-238l3G4GtgL,17 Jul 2024
2024-07-15,Awas RUU Polri! Ruang Digital dalam Cengkeraman Aparat,Kompas.com,Setidaknya ada empat pasal yang bisa digunakan polisi untuk “mencengkeram” ruang digital. Pembahasan RUU Polri harus ditolak!,https://nasional.kompas.com/read/2024/07/15/07585701/awas-ruu-polri-ruang-digital-dalam-cengkeraman-aparat?page=all,15 Jul 2024
2024-07-13,Penempatan Prajurit Pada Jabatan Sipil Diusulkan Berdasarkan Permintaan Kementerian/Lembaga,Hukumonline,"Selain ada permintaan, kementerian/Lembaga tujuan juga dalam posisi belum memiliki kompetensi yang dimiliki prajurit aktif yang bersangkutan.",https://www.hukumonline.com/berita/a/penempatan-prajurit-pada-jabatan-sipil-diusulkan-berdasarkan-permintaan-kementerian-lembaga-lt669259c2d41fe/,13 Jul 2024
2024-07-12,NasDem Dukung Penggabungan RRI dan TVRI,Pedomanrakyat.com,"Pedomanrakyat.com, Jakarta - Anggota Komisi I DPR RI Hasbi Anshory mendukung usulan penggabungan Lembaga Penyiaran Publik (LPP) Radio Republik Indonesia.",https://pedomanrakyat.com/nasdem-dukung-penggabungan-rri-dan-tvri/,12 Jul 2024
2024-07-12,"36.100 Warga Terdampak Banjir di Gorontalo, 1 Orang Tewas Akibat Longsor",detikcom,"Badan Penanggulangan Bencana Daerah (BPBD) Provinsi Gorontalo mencatat 36.100 warga terdampak banjir yang tersebar di Kabupaten Gorontalo, Bone Bolango,...",https://www.detik.com/sulsel/watampone/d-7435991/36-100-warga-terdampak-banjir-di-gorontalo-1-orang-tewas-akibat-longsor,12 Jul 2024
2024-07-12,"Puluhan Mahasiswa berbagai Perguruan Tinggi di Soloraya, Demo Tolak Kebijakan Tapera",Fokus Jateng,"Fokus Jateng-SOLO,- Puluhan mahasiswa dari berbagai perguruan tinggi di Soloraya melakukan demonstrasi di depan kantor DPRD Kota Solo, pada Kamis 11 juli...",https://www.fokusjateng.com/2024/07/12/puluhan-mahasiswa-berbagai-perguruan-tinggi-di-soloraya-demo-tolak-kebijakan-tapera/,12 Jul 2024
2024-07-12,Umum,kpi.go.id,Bandar Lampung -- Komisi Penyiaran Indonesia (KPI) Pusat dan Universitas Islam Negeri (UIN) Raden Intan Lampung (RIL) melakukan penandatanganan nota...,https://www.kpi.go.id/index.php/id/umum/38-dalam-negeri?start=165,12 Jul 2024
2024-07-11,DPRD Tetapkan Perda RPJPD Kota Tangerang 2024-2045,TangerangNews.com,"DPRD Kota Tangerang menggelar rapat paripurna penetapan Raperda tentang RPJPD Kota Tangerang Tahun 2025-2045, diruang rapat paripurna, Rabu, 10 Juli 2024.",https://www.tangerangnews.com/kota-tangerang/read/49854/DPRD-Tetapkan-Perda-RPJPD-Kota-Tangerang-2024-2045,11 Jul 2024
2024-07-11,Aksi Mahasiswa Aliansi BEM Solo Raya: Soroti Revisi UU Kontroversial hingga Narasi Pulangkan Jokowi,Tempo.co,Para mahasiswa dalam aliansi BEM Solo Raya itu juga menyampaikan tuntutan berkaitan beberapa rancangan undang-undang atau RUU yang problematis.,https://www.tempo.co/politik/aksi-mahasiswa-aliansi-bem-solo-raya-soroti-revisi-uu-kontroversial-hingga-narasi-pulangkan-jokowi-41008,11 Jul 2024
2024-07-11,"Mahasiswa Solo Raya Geruduk Gedung DPRD Surakarta, Kecewa dengan Jokowi",JPNN.com Jateng,JPNN.com Jateng : Puluhan mahasiswa se-Solo Raya menggelar aksi demonstrasi di depan kantor DPRD Kota Surakarta pada Kamis (11/7).,https://jateng.jpnn.com/jateng-terkini/12724/mahasiswa-solo-raya-geruduk-gedung-dprd-surakarta-kecewa-dengan-jokowi,11 Jul 2024
2024-07-10,"Telah Dilantik Perpanjangan Jabatan Kepala Desa, Bersamaan Hari Jadi Ngawi - Jatim Hari Ini",Jatim Hari Ini,210 Kepala Desa di Ngawi kembali dilantik oleh bupati karena mendapat tambahan masa jabatan selama 2 tahun.,https://www.jatimhariini.co.id/jawa-timur/88213097821/telah-dilantik-perpanjangan-jabatan-kepala-desa-bersamaan-hari-jadi-ngawi,10 Jul 2024
2024-07-10,"Massa Gelar Aksi Depan Monas, Jl Medan Merdeka Barat Ditutup",detikNews,"Arus lalin arah Harmoni, Jakarta Pusat, ditutup sementara. Hal ini disebabkan adanya massa yang menggelar aksi di depan Monumen Nasional (Monas).",https://news.detik.com/berita/d-7432509/massa-gelar-aksi-depan-monas-jl-medan-merdeka-barat-ditutup,10 Jul 2024
2024-07-10,"Pameran Flona 2024 di Lapangan Banteng, Hadirkan Aneka Flora dan Fauna",Berita Nasional - Media Pencerah Bangsa,"BeritaNasional.com - Pengunjung memilih tanaman saat pameran Flona 2024 di Lapangan Banteng, Jakarta, Kamis (10/7/2024). Pameran Flora dan Fauna yang...",https://beritanasional.com/detail/75606/pameran-flona-2024-di-lapangan-banteng-hadirkan-aneka-flora-dan-fauna,10 Jul 2024
2024-07-08,Peran Jurnalisme di Tengah Ancaman Manipulasi Informasi,Tempo.co,Ekosistem informasi menentukan maju-mundurnya demokrasi suatu negara. Jurnalisme harus kembali melayani publik.,https://www.tempo.co/kolom/jurnalisme-dan-manipulasi-informasi-409103,8 Jul 2024
2024-07-08,"Viral 11 Nama Aplikasi Program Pemerintah Nyeleneh SiPEPEK hingga SIPEDO, Anggota DPR: Merendahkan Etika - disway.id",Disway,"Bahkan, aplikasi pemerintah tersebut memiliki arti sesuatu yang dikaitkan dengan seksualitas hingga bias gender. Nama-nama kontroversial dari aplikasi...",https://disway.id/read/799864/viral-11-nama-aplikasi-program-pemerintah-nyeleneh-sipepek-hingga-sipedo-anggota-dpr-merendahkan-etika,8 Jul 2024
2024-07-07,Revisi UU Penyiaran Harus Perhatikan Playing Field yang Setara,Hukumonline,"Bila RUU tersebut dibuat untuk mendukung dan melindungi media penyiaran konvensional yang tergerus oleh media digital atau medsos, semestinya yang diatur...",https://www.hukumonline.com/berita/a/revisi-uu-penyiaran-harus-perhatikan-playing-field-yang-setara-lt668b70e572308/,7 Jul 2024
2024-07-07,"Harganya Naik, Investasi Emas Dinilai Aman untuk Masyarakat",NU Online,"Harga emas batangan PT Antam) naik sebesar Rp5.000. Sebagai investasi yang aman, investasi emas dapat menjadi pilihan bijak masyarakat.",https://nu.or.id/nasional/harganya-naik-investasi-emas-dinilai-aman-untuk-masyarakat-ho5pP,7 Jul 2024
2024-07-06,"Berkas Penataan Parkir Alun-Alun Jombang Belum Tuntas, Pemkab Tinggal Menunggu Ini - Jombang Banget",Jombang Banget,Polemik penataan parkir Alun-Alun Jombang hingga saat ini belum tuntas. Dinas Lingkungan Hidup (DLH) Jombang melakukan pengurusan izin sewa.,https://jombangbanget.jawapos.com/pemerintahan/2134833184/berkas-penataan-parkir-alun-alun-jombang-belum-tuntas-pemkab-tinggal-menunggu-ini,6 Jul 2024
2024-07-05,#BasaBasiReformasiPolri: 4 Alasan Kenapa Kita Harus Tolak Revisi RUU Polri,Magdalene.co,"RUU Polri kian menuai kontroversi, berikut rangkuman pasal-pasal bermasalah yang termuat dalam RUU Polri....",https://magdalene.co/story/pasal-pasal-bermasalah-ruu-polri/,5 Jul 2024
2024-07-05,"Alasan Mengapa PJS Menyuarakan Penolakan Terhadap Revisi UU Penyiaran, Berikut Penjelasan Pengurus PJS Sulut",LacakPos.co.id,MANADO – LACAKPOS.CO.ID – Penolakan RUU Penyiaran terus di kumandangkan oleh berbagai organisasi kewartawanan di seluruh Indonesia salah satunya datang dari...,https://lacakpos.co.id/2024/07/05/alasan-mengapa-pjs-menyuarakan-penolakan-terhadap-revisi-uu-penyiaran-berikut-penjelasan-pengurus-pjs-sulut/,5 Jul 2024
2024-07-05,"Hingga PPDB 2024 Ditutup, 9 Kursi SMA Negeri di Jombang Akhirnya Tetap Kosong - Radar Jombang",Radar Jombang,PPDB 2024 tingkat SMA di Jombang untuk semua jalur telah tuntas dilaksanakan. Namun hingga penutupan 9 kursi masih kosong.,https://radarjombang.jawapos.com/pendidikan/664830086/hingga-ppdb-2024-ditutup-9-kursi-sma-negeri-di-jombang-akhirnya-tetap-kosong,5 Jul 2024
2024-07-05,"RUU Penyiaran Suatu Keniscayaan, Jawaban atas Kebutuhan Lembaga dan Penyiaran Era Sekarang",kpi.go.id,"Koordinator bidang Kelembagaan KPI Pusat ini menyampaikan, secara historis sosiologis revisi UU Penyiaran adalah sebuah keniscayaan. Selain itu, dari sisi...",https://www.kpi.go.id/id/umum/38-dalam-negeri/37455-ruu-penyiaran-suatu-keniscayaan-jawaban-atas-kebutuhan-lembaga-dan-penyiaran-era-sekarang,5 Jul 2024
2024-07-05,Kick Off Konferensi Penyiaran Indonesia Digelar di UMJ,Suara Muhammadiyah,"JAKARTA, Suara Muhammadiyah - Kick Off Konferensi Penyiaran Indonesia 2024 digelar di Universitas Muhammadiyah Jakarta (UMJ), tepatnya di Auditorium dr.",https://suaramuhammadiyah.id/read/kick-off-konferensi-penyiaran-indonesia-digelar-di-umj,5 Jul 2024
2024-07-04,Menyikapi Masa Depan Penyiaran di Era Digital,VIVA.co.id,"Johny Siswadi, menyampaikan inti pembahasan diskusi. Johny menjelaskan beberapa poin penting yang perlu diperhatikan dalam menghadapi perubahan di bidang...",https://www.viva.co.id/digital/digilife/1729184-menyikapi-masa-depan-penyiaran-di-era-digital,4 Jul 2024
2024-07-04,Rektor UMJ Dorong DPR Lanjutkan Bahas RUU Penyiaran,Universitas Muhammadiyah Jakarta - UMJ,"Melalui konferensi ini, Ubaidillah berharap KPI Pusat mendapatkan saran dan masukan konstruktif dari masyarakat kampus untuk mengetahui pasal-pasal yang perlu...",https://umj.ac.id/kabar-kampus/kampus/2024/07/rektor-umj-dorong-dpr-lanjutkan-bahas-ruu-penyiaran/,4 Jul 2024
2024-07-04,Warga Mangkalaya Sukabumi Protes: Drainase Baru Sepekan Dibangun Sudah Rusak - Sukabumi Update,Sukabumi Update,"Warga Kampung Mangkalaya, Rt 02/05, Desa Cibolang, Kecamatan Gunungguruh, Kabupaten Sukabumi keluhkan hasil pembangunan drainase yang sudah rusak kurang...",https://www.sukabumiupdate.com/sukabumi/143645/warga-mangkalaya-sukabumi-protes-drainase-baru-sepekan-dibangun-sudah-rusak,4 Jul 2024
2024-07-04,"Melihat Bersih Desa di Waruk Tengah Ngawi, Tradisi untuk Menghormati Para Leluhur Terdahulu Jelang Suro - Jatim Hari Ini",Jatim Hari Ini,Menjelang bulan Suro atau tahun baru Muharram tahun baru Islam mendatang sudah dimulai perayaan budaya leluhur yang dikemas dengan istilah.,https://www.jatimhariini.co.id/jawa-timur/88213056941/melihat-bersih-desa-di-waruk-tengah-ngawi-tradisi-untuk-menghormati-para-leluhur-terdahulu-jelang-suro,4 Jul 2024
2024-07-04,Oxygen OS 15 Will Present New Battery Optimization For Video Applications,VOI.ID,OnePlus is developing a new feature called Video Battery Saver which aims to reduce battery consumption in certain video player applications.,https://voi.id/en/technology/395492,4 Jul 2024
2024-07-04,Desain Galaxy Watch 7 dan Watch Ultra Dikonfirmasi Melalui Sertifikasi Besar,VOI.ID,Desain Samsung Galaxy Watch 7 dan Galaxy Watch Ultra telah dikonfirmasi melalui layanan sertifikasi 3C di China. (foto: x @NothingCMFFans). Bagikan:.,https://voi.id/teknologi/395476/desain-galaxy-watch-7-dan-watch-ultra-dikonfirmasi-melalui-sertifikasi-besar,4 Jul 2024
2024-07-04,Revolusi Digital: Tantangan Geopolitik dalam Industri Penyiaran Indonesia,Kompas.com,Tantangan muncul dalam menyeimbangkan antara membuka pasar untuk investasi asing dan melindungi industri penyiaran dalam negeri.,https://nasional.kompas.com/read/2024/07/04/16000061/revolusi-digital--tantangan-geopolitik-dalam-industri-penyiaran-indonesia?page=all,4 Jul 2024
2024-07-04,Mengurai 3 Masalah dalam RUU Penyiaran,Hukumonline,Mengurai 3 Masalah dalam RUU Penyiaran · RUU Penyiaran Berpotensi Berangus Kebebasan Pers · Revisi UU Penyiaran Berpotensi Timbulkan Multi Tafsir Hingga Halangi...,https://www.hukumonline.com/berita/a/mengurai-3-masalah-dalam-ruu-penyiaran-lt6686773c244f5/,4 Jul 2024
2024-07-04,Universitas Muhammadiyah Jakarta Dorong Revisi UU Penyiaran Dilanjutkan,Portonews.com,"Jakarta, Portonews.com – Lembaga penyiaran di Indonesia menghadapi tantangan, salah satunya UU Penyiaran yang belum dilakukan amandemen.",https://portonews.com/2024/laporan-utama/universitas-muhammadiyah-jakarta-dorong-revisi-uu-penyiaran-dilanjutkan/,4 Jul 2024
2024-07-04,Revisi UU Penyiaran dan Pelemahan Kanalisasi Riset,detikNews,Jakarta - Upaya advokasi kebijakan publik melalui ruang digital sedang terancam dan berada di ujung tanduk. Rencana pemerintah untuk merevisi Undang-Undang...,https://news.detik.com/kolom/d-7421251/revisi-uu-penyiaran-dan-pelemahan-kanalisasi-riset,4 Jul 2024
2024-07-03,"Penyiaran Berkembang, Undang-Undang Penyiaran Perlu Adanya Revisi - Lintas Papua",Lintas Papua,Komisi Penyiaran Indonesia (KPI) bersama pemangku kepentingan penyiaran mendorong adanya Revisi Undang-Undang Penyiaran sejak 2010. Revisi i.,https://www.lintaspapua.com/nasional/65512956936/penyiaran-berkembang-undang-undang-penyiaran-perlu-adanya-revisi,3 Jul 2024
2024-07-02,"Wartawan Tewas dalam Kebakaran, KKJ Sumut: Ada Kasus dengan Aparat",IDN Times,"Sebelum rumahnya terbakar, Pasaribu bertemu dengan aparat HB terkait berita judi di Tribrata TV. HB meminta berita dihapus dan postingan di media sosi.",https://www.idntimes.com/news/indonesia/wartawan-tewas-dalam-kebakaran-kkj-sumut-ada-kasus-dengan-aparat-00-sbfjr-phj780,2 Jul 2024
2024-07-02,"BPP KKMSB Akan Laksanakan Musyawarah Besar VI Bulan Ini, Irshan Zainuddin Jelaskan Persiapan Panitia - Pojok Sulsel",Pojok Sulsel,"Ishan Zainuddin, ketua panitia Mubes VI BPP KKMSB sebut persiapan Musyawarah besar Kerukunan Keluarga Mandar Sulawesi Barat hampir rampung.",https://sulsel.pojoksatu.id/makassar/1144820640/bpp-kkmsb-akan-laksanakan-musyawarah-besar-vi-bulan-ini-irshan-zainuddin-jelaskan-persiapan-panitia,2 Jul 2024
2024-07-02,Penolakan RUU Penyiaran dan implikasinya,ANTARA News Ambon,Penolakan terhadap RUU ini didasarkan pada beberapa alasan utama yang perlu mendapat perhatian serius. Draf terbaru RUU Penyiaran ini dianggap kontroversial...,https://ambon.antaranews.com/berita/219102/penolakan-ruu-penyiaran-dan-implikasinya,2 Jul 2024
2024-07-01,Kabag Ops Suharjo Bantah Polisi Pukul Massa Aksi di Depan Rudis Gubernur,kronologi.id,"Kronologi, Gorontalo – Seruan aksi Aliansi Pusat Perjuangan Rakyat Gorontalo dengan Satuan Polisi Pamong Praja (Satpol PP) mengalami kericuhan.",https://kronologi.id/2024/07/01/kabag-ops-bantah-polisi-pukul-massa-aksi-di-depan-rudis-gubernur/,1 Jul 2024
2024-07-01,KPI Minta Revisi Undang-Undang Penyiaran Dilanjutkan,kpi.go.id,"KPI | Komisi Penyiaran Indonesia - Jadikan Penyiaran Indonesia yang Sehat, Bermanfaat, dan Bermartabat.",https://www.kpi.go.id/id/umum/38-dalam-negeri/37450-kpi-minta-revisi-undang-undang-penyiaran-dilanjutkan,1 Jul 2024
2024-05-31,Jurnalis Pase Gelar Aksi Unjuk Rasa Tolak Revisi RUU Penyiaran,AJNN.net,Jurnalis Pase Gelar Aksi Unjuk Rasa Tolak Revisi RUU Penyiaran ... Aksi demo menolak revisi RUU Penyiaran di Lhokseumawe. Foto: Dok. Pribadi. LHOKSEUMAWE -...,https://www.ajnn.net/news/jurnalis-pase-gelar-aksi-unjuk-rasa-tolak-revisi-ruu-penyiaran/index.html,31 Mei 2024
2024-05-31,Polemik Penundaan RUU Penyiaran dan Kemunculan RUU Polri: Ancaman Sensor dan Pengawasan Ruang Cyber,Indozone News,INDOZONE.ID - Penetapan draft RUU Penyiaran yang dijadwalkan pada 29 Mei 2024 resmi ditunda setelah menghadapi gelombang protes dari masyarakat.,https://news.indozone.id/tau-gak-sih/914710677/polemik-penundaan-ruu-penyiaran-dan-kemunculan-ruu-polri-ancaman-sensor-dan-pengawasan-ruang-cyber,31 Mei 2024
2024-05-30,DPRD Kota Sorong Antar Surat Penolakan RUU Penyiaran dari Solidaritas Jurnalis Papua Barat Daya Langsung ke Wakil Ketua DPR RI dan Wakil Ketua MPR RI,Sorong News,"JAKARTA, – Janji Ketua DPRD Kota Sorong, Erwin Ayal dan sejumlah anggota DPRD Kota Sorong beberapa waktu lalu yang akan mengantar langsung surat ke DPR RI...",https://sorongnews.com/dprd-kota-sorong-antar-surat-penolakan-ruu-penyiaran-dari-solidaritas-jurnalis-papua-barat-daya-langsung-ke-wakil-ketua-dpr-ri-dan-wakil-ketua-mpr-ri/,30 Mei 2024
2024-05-30,"Viral Dikritik, KPI Akhirnya Buka Suara soal Alasan Revisi UU Penyiaran",Suara.com,Komisi Penyiaran Indonesia (KPI) akhirnya buka suara soal kontroversi draf revisi Undang-Undang Penyiaran yang viral beberapa waktu belakangan.,https://www.suara.com/tekno/2024/05/30/115417/viral-dikritik-kpi-akhirnya-buka-suara-soal-alasan-revisi-uu-penyiaran,30 Mei 2024
2024-05-30,Ketua DPRD Sumut Sutarto Janji Sampaikan Aspirasi Penolakan RUU Penyiaran ke DPR RI,Tribun-medan.com,"Ketua DPRD Sumut, Sutarto berjanji menyampaikan aspirasi organisasi pers di Kota Medan terkait penolakan terhadap revisi UU Penyiaran ke DPR RI.",https://medan.tribunnews.com/2024/05/30/ketua-dprd-sumut-sutarto-janji-sampaikan-aspirasi-penolakan-ruu-penyiaran-ke-dpr-ri,30 Mei 2024
2024-05-30,Pasal Kontroversial di RUU Penyiaran: Kebebasan Pers Indonesia di Ujung Tanduk! - kumparan.com,kumparan,"Kebebasan pers adalah salah satu pilar utama demokrasi, yang berfungsi sebagai alat kontrol sosial terhadap pemerintah dan kebijakan publik. Tanpa kebebasan ini...",https://kumparan.com/adliyah-tjio/pasal-kontroversial-di-ruu-penyiaran-kebebasan-pers-indonesia-di-ujung-tanduk-22pDx8MX9ne,30 Mei 2024
